performance_tier,network_bandwidth,client_name,i_reliability,i_performance_factor,cpu,ram,expected_execution_time,data_ratio,discrepancy_level
2,30.78,optimal-cell,0.09876,0.69,8,32,80,1.9291227015168225e-05,0.5437566728498766
0,23.85,nullary-centroid,0.091,1.18,16,64,40,0.00028116409029003807,0.6689509052604968
1,13.62,green-barracuda,0.12803,0.77,4,16,160,1.286081801011215e-05,0.3913795475890169
1,4.4,shabby-cover,0.01402,0.91,4,16,160,0.0003895940904097767,0.2698502593883357
1,28.84,wary-mill,0.11372,1.0,4,16,160,5.122153379889495e-05,0.330459454640592
1,15.57,chunky-oboe,0.03936,1.09,4,16,160,0.00024923378350631133,0.4488982100751565
1,18.3,funny-tritone,0.02836,1.17,4,16,160,0.0001534428631551312,0.3760744193265579
2,13.02,concrete-destination,0.0726,0.96,8,32,80,0.00039602449941483276,0.6141826830668613
1,29.68,resonnt-cooler,0.02519,0.9,4,16,160,0.00017251235192874574,0.402602552693604
2,32.44,equilateral-sum,0.01121,1.24,8,32,80,0.00032573347684232326,0.2370672560776725
2,0.0,chamfered-exercise,0.15464,1.24,8,32,80,1.286081801011215e-05,0.4014023393335301
1,19.34,poky-puck,0.02394,1.09,4,16,160,0.00020444265871247247,0.2148893193140504
0,27.65,worn-gang,0.00227,0.94,16,64,40,0.0002938031700585965,0.2410128328370913
1,26.85,convex-parmesan,0.00383,0.89,4,16,160,0.00039602449941483276,0.3770876358473121
1,17.68,boolean-boundary,0.02921,1.0,4,16,160,0.00040245490841988885,0.4337506208535484
1,24.47,coffee-vinegar,0.09122,1.02,4,16,160,0.0003705246016361621,0.4500233466647279
1,33.55,coffee-iceberg,0.22418,1.0,4,16,160,8.958224958767774e-05,0.434105304938869
0,20.84,concave-bowl,0.36696,0.95,16,64,40,7.67214315775656e-05,0.3261737005359151
0,11.11,direct-sheet,0.18687,0.93,16,64,40,0.00016608194292368967,0.4178462249859798
0,13.98,colorful-hawk,0.10416,1.12,16,64,40,0.00032573347684232326,0.3781081762572764
1,17.11,chocolate-candy,0.02626,0.59,4,16,160,0.00010222132935623624,0.3310977148135118
0,6.47,charcoal-engineer,0.09878,0.85,16,64,40,0.00033216388584737935,0.3173878467171985
2,17.89,adjacent-transmission,0.07789,0.9,8,32,80,0.00038316368140472063,0.4414045440213391
1,24.33,tangy-frank,0.36133,1.07,4,16,160,0.00017894276093380183,0.38699111215353
1,8.97,crunchy-kasseri,0.12218,0.94,4,16,160,0.00017894276093380183,0.5961987811574804
1,17.56,ragged-emerald,0.00533,0.97,4,16,160,1.286081801011215e-05,0.4464580928420995
2,26.25,plain-design,0.06739,0.9,8,32,80,1.9291227015168225e-05,0.354073052188782
1,30.02,swarm-provolone,0.13831,1.27,4,16,160,0.0003895940904097767,0.3958823263244909
0,30.44,fat-channel,0.05144,0.73,16,64,40,0.0003193030678372672,0.4393542572438815
2,8.09,muffled-system,0.07357,0.76,8,32,80,0.00010222132935623624,0.2886262219633613
0,23.35,arctic-incircle,0.03176,0.44,16,64,40,0.00020444265871247247,0.3451424723581523
0,18.08,simple-anchovy,0.0841,1.03,16,64,40,1.286081801011215e-05,0.5090921229046356
2,20.08,immense-fork,0.17334,1.01,8,32,80,0.00013415163613996294,0.5144549056495916
0,20.69,charitable-damask,0.04225,1.0,16,64,40,0.00039602449941483276,0.454519917549415
2,19.28,square-tin,0.01426,1.12,8,32,80,0.00017894276093380183,0.3584727263903281
2,22.5,bipartite-binary,0.03362,1.02,8,32,80,0.00016608194292368967,0.4783467804343375
2,27.29,burning-liason,0.53242,1.11,8,32,80,0.0003512333746209939,0.3204704745012964
0,20.77,acute-density,0.16341,0.98,16,64,40,0.00033859429485243544,0.3478333174653752
2,30.57,round-cash,0.14316,1.22,8,32,80,0.00040245490841988885,0.451824858783957
1,8.33,undirected-apron,0.11709,1.07,4,16,160,5.122153379889495e-05,0.3661905171813842
0,8.02,rosy-ottoman,0.08387,1.04,16,64,40,0.00040245490841988885,0.3176394780625572
2,23.72,primary-improvement,0.04885,1.0,8,32,80,0.00038316368140472063,0.3663007483749909
0,2.95,bisque-violin,0.00405,0.75,16,64,40,0.00032573347684232326,0.2796257267047156
2,0.04,unsolvable-string,0.0786,0.68,8,32,80,0.0002299425564911431,0.4878464629933559
0,7.71,slim-burl,0.04029,1.02,16,64,40,0.00032573347684232326,0.5618510631660005
1,17.72,chalky-flunky,0.09429,0.93,4,16,160,0.0001596515339186336,0.3981113284859146
1,15.6,mild-slab,0.05889,0.74,4,16,160,0.0001853731699388579,0.2571085049478625
0,17.96,flat-agent,0.06955,1.01,16,64,40,0.00017894276093380183,0.2807651927838256
1,23.48,irregular-reflection,0.02654,0.98,4,16,160,0.00032573347684232326,0.3328868939808551
0,4.08,burning-cheetah,0.02236,1.27,16,64,40,0.00025544245426981375,0.4104781122685721
1,19.36,thin-hospital,0.22269,0.81,4,16,160,0.00021730347672258463,0.3141067813608527
1,27.74,orange-mobile,0.00339,1.17,4,16,160,0.00040245490841988885,0.5121160402197094
1,38.78,average-lacrosse,0.12727,1.35,4,16,160,2.57216360202243e-05,0.4032387781196077
2,9.09,nearest-helo,0.01654,1.13,8,32,80,0.00035766378362605,0.4704919853193946
2,21.11,novel-sweeper,0.21231,1.14,8,32,80,0.0003705246016361621,0.4370079015387784
1,0.0,celeste-continent,0.2735,1.11,4,16,160,1.286081801011215e-05,0.3677390407875857
1,17.52,great-blowfish,0.12538,0.93,4,16,160,0.00013415163613996294,0.4088126344591648
2,22.19,rosy-acquisition,0.05683,1.09,8,32,80,0.00019158184070236031,0.5715236192599118
0,16.68,future-swab,0.29642,0.7,16,64,40,7.029102257250952e-05,0.418739392971474
2,24.58,flashed-fork,0.02706,0.8,8,32,80,1.286081801011215e-05,0.4422492947401808
0,15.65,some-acacia,0.20466,1.06,16,64,40,7.029102257250952e-05,0.3366990460373339
0,11.91,creamy-rational,0.11354,1.05,16,64,40,0.0003066639880687087,0.4228977078054127
2,14.36,magnetic-boulevard,0.14142,1.11,8,32,80,1.286081801011215e-05,0.3518021590321287
1,29.5,asphalt-object,0.09432,1.01,4,16,160,0.00022351214748608705,0.3265802372075588
1,15.98,intricate-warp,0.03467,1.0,4,16,160,0.0001853731699388579,0.5416818657023613
1,16.69,quiet-circle,0.00398,1.1,4,16,160,1.286081801011215e-05,0.2315709857359074
0,12.01,nippy-shim,0.31032,0.85,16,64,40,0.0003450247038574915,0.3450202755222357
0,9.42,bordeaux-stereo,0.05814,1.17,16,64,40,0.0003705246016361621,0.3726189669183975
2,14.25,stern-baryon,0.03446,0.78,8,32,80,0.0002938031700585965,0.4222438084009812
0,23.83,deterministic-isotope,0.0361,0.95,16,64,40,2.57216360202243e-05,0.3466153715234388
0,0.0,forgiving-climax,0.31846,0.98,16,64,40,0.00032573347684232326,0.3692490312221884
1,11.63,pink-cockatiel,0.3196,0.9,4,16,160,3.83607157887828e-05,0.2977144847431578
2,11.43,radioactive-camp,0.03756,0.94,8,32,80,0.00039602449941483276,0.1998991835758129
2,6.14,old-convection,0.04054,0.84,8,32,80,4.479112479383887e-05,0.256276323342727
0,18.46,mad-chili,0.01056,1.28,16,64,40,1.286081801011215e-05,0.3170961920224964
1,14.19,trite-commander,0.01232,0.89,4,16,160,7.029102257250952e-05,0.3121814134715247
2,21.94,tough-sharp,0.37799,1.12,8,32,80,0.00021730347672258463,0.3552719588237714
2,17.02,faint-vocoder,0.11703,1.05,8,32,80,0.0003512333746209939,0.2965988893201398
2,2.92,glad-candy,0.04237,1.74,8,32,80,0.0003066639880687087,0.3544315847165418
2,27.78,cheerful-thorn,0.01053,1.45,8,32,80,0.0003130943970737648,0.4656137821474327
2,6.98,celeste-velvet,0.2005,1.41,8,32,80,5.765194280395102e-05,0.337243516218723
1,22.61,cerulean-period,0.02657,0.93,4,16,160,1.9291227015168225e-05,0.2425375462477884
0,27.65,simple-pizza,0.35794,1.04,16,64,40,0.00033216388584737935,0.2926327805723763
1,21.4,worried-drink,0.13262,1.01,4,16,160,0.00021087306771752854,0.443241886465415
2,22.5,broad-burmese,0.00802,0.96,8,32,80,0.00039602449941483276,0.3436187457751787
1,39.24,nervous-primer,0.09281,0.8,4,16,160,0.0003769550106412182,0.3349852647429732
1,19.56,ragged-stem,0.05264,1.03,4,16,160,0.0002683032722799259,0.5476505914851314
0,10.7,blue-normal,0.07472,0.67,16,64,40,0.0002938031700585965,0.3723922644089723
2,29.97,cautious-starter,0.00163,0.92,8,32,80,0.00017894276093380183,0.2770779702069546
1,20.85,brownian-belvedere,0.05678,1.09,4,16,160,0.0002683032722799259,0.3690794832815743
2,17.03,one-pit,0.11236,0.87,8,32,80,0.0003705246016361621,0.3622232677696813
1,22.13,chewy-content,0.38336,1.05,4,16,160,0.0001470124541500751,0.3421373486852925
1,5.64,unary-duplet,0.02167,0.65,4,16,160,3.83607157887828e-05,0.5697014710738005
0,19.64,isometric-trainer,0.01953,1.03,16,64,40,8.958224958767774e-05,0.3192889097692442
1,32.17,cobalt-cod,0.06576,0.96,4,16,160,0.0001853731699388579,0.3408480942454412
1,0.0,ternary-polytope,0.06897,0.76,4,16,160,1.286081801011215e-05,0.5501686595536752
2,10.47,either-fractal,0.09633,0.57,8,32,80,2.57216360202243e-05,0.2768792404859737
2,8.35,auburn-cayenne,0.05507,0.93,8,32,80,1.9291227015168225e-05,0.4255769645812735
0,29.26,exhaustive-liberty,0.1009,1.35,16,64,40,0.0003895940904097767,0.3620755690120491
0,36.03,beige-pouch,0.06906,1.29,16,64,40,0.00026187286327486985,0.7586555608146959
2,30.5,wide-theme,0.01229,1.03,8,32,80,0.00039602449941483276,0.5254925440983096
2,7.04,straight-solo,0.28362,1.17,8,32,80,1.286081801011215e-05,0.356729395228125
1,24.26,intense-column,0.10413,0.99,4,16,160,0.00025544245426981375,0.4198642096681504
2,21.79,ragged-prefix,0.06958,0.9,8,32,80,0.0002299425564911431,0.3713375761003901
0,12.39,ferocious-director,0.05255,0.65,16,64,40,0.00023637296549619918,0.4004453765540157
1,16.06,random-brace,0.03639,0.84,4,16,160,1.9291227015168225e-05,0.3004483931572849
0,45.32,excited-orange,0.02473,0.88,16,64,40,1.286081801011215e-05,0.3481919285526386
2,23.72,greasy-amplifier,0.23977,1.41,8,32,80,5.122153379889495e-05,0.3635233087627217
0,26.34,oily-round,0.0514,1.19,16,64,40,0.0003705246016361621,0.2573242252348156
0,37.8,creamy-agent,0.04602,1.08,16,64,40,5.765194280395102e-05,0.4052361540360057
2,19.52,exact-plasma,0.02247,0.88,8,32,80,0.00040245490841988885,0.5272731434062247
0,17.55,frosty-dodecagon,0.00475,0.98,16,64,40,1.286081801011215e-05,0.3717022503625818
0,37.49,alternating-sidebar,0.16231,1.23,16,64,40,0.0003450247038574915,0.3511852790876992
1,3.75,express-passenger,0.26947,1.43,4,16,160,0.0003769550106412182,0.3459842127428046
1,18.03,recursive-storyboard,0.00026,1.23,4,16,160,5.122153379889495e-05,0.4417392001428224
0,16.67,lazy-number,0.13701,1.15,16,64,40,0.00011508214736634838,0.3602488333721815
1,11.04,hot-sport,0.00315,0.73,4,16,160,4.479112479383887e-05,0.4980529678913969
2,33.93,grouchy-originator,0.00915,1.08,8,32,80,0.00013415163613996294,0.5125823140996105
1,19.7,compact-coffer,0.11326,1.22,4,16,160,0.00024923378350631133,0.3160003844638085
0,18.07,recent-swimmer,0.27715,0.68,16,64,40,0.0003769550106412182,0.3822219492099456
0,17.59,simmered-metaball,0.2065,1.27,16,64,40,0.00012151255637140446,0.7669204270009026
2,32.21,senior-siamese,0.0068,0.86,8,32,80,0.0003769550106412182,0.2501737205445395
1,17.3,shy-fermata,0.06248,1.16,4,16,160,0.0003640941926311061,0.4110229977814869
2,15.18,cool-arneis,0.00049,0.97,8,32,80,2.57216360202243e-05,0.2657234065966783
2,31.14,chilly-bright,0.1217,1.3,8,32,80,1.286081801011215e-05,0.4130727633725493
2,2.78,clean-pushback,0.19622,1.11,8,32,80,0.0003640941926311061,0.4508698565564966
1,24.59,heartless-foundry,0.04763,0.61,4,16,160,0.0003512333746209939,0.3317492649870629
2,3.64,merciless-static,0.06339,1.34,8,32,80,8.958224958767774e-05,0.4190568830862185
1,27.9,golden-structure,0.03131,1.08,4,16,160,0.0002938031700585965,0.3212621175984345
2,7.12,adaptive-deadline,0.09682,0.9,8,32,80,1.286081801011215e-05,0.3533916159256878
1,21.71,brown-billet,0.03646,0.48,4,16,160,9.579092035118016e-05,0.3263309957216029
0,37.31,devout-limburger,0.20362,0.93,16,64,40,0.00026187286327486985,0.2802426096693924
0,17.91,independent-rank,0.06574,0.95,16,64,40,0.00010222132935623624,0.4480001219635451
0,22.64,zingy-coffer,0.0544,0.75,16,64,40,0.0002938031700585965,0.3439280193006384
0,22.82,odious-item,0.01946,1.02,16,64,40,1.286081801011215e-05,0.4440765674270059
2,16.24,slim-creative,0.00385,1.0,8,32,80,0.00010865173836129231,0.452831698784514
0,13.01,odious-grant,0.10843,1.0,16,64,40,0.0003769550106412182,0.423387830307076
2,17.28,counting-debit,0.16971,0.74,8,32,80,0.00010865173836129231,0.477321659201256
0,6.43,complete-archway,0.02157,1.17,16,64,40,0.0002873727610535405,0.4490401967253892
1,29.14,figurative-coffee,0.25788,0.91,4,16,160,0.0003705246016361621,0.3291237724086674
0,11.68,salty-capital,0.02393,0.86,16,64,40,0.00025544245426981375,0.490700597718005
1,27.19,congruent-yield,0.07434,1.28,4,16,160,0.0003193030678372672,0.4959696850546755
1,2.65,full-turkey,0.14751,1.26,4,16,160,3.83607157887828e-05,0.3029774357112215
2,22.27,poached-process,0.18705,0.91,8,32,80,0.0003705246016361621,0.248830233502821
1,16.58,tender-expression,0.16418,1.34,4,16,160,0.0003130943970737648,0.3499198297864994
1,1.25,full-debt,0.0697,0.78,4,16,160,0.000274733681284982,0.4016975485727442
1,18.35,free-islet,0.27677,0.71,4,16,160,0.0003512333746209939,0.5463111213648914
2,14.53,abstract-turret,0.10007,0.62,8,32,80,0.000274733681284982,0.250221893229154
1,21.69,reduced-cellulose,0.18648,1.23,4,16,160,0.0003512333746209939,0.5304592601492353
1,23.19,brute-force-timber,0.17729,0.68,4,16,160,6.386061356745344e-05,0.2826052313384772
0,8.88,electric-velocity,0.04335,1.14,16,64,40,0.00016608194292368967,0.4596930241821039
0,12.04,livid-list,0.01771,1.2,16,64,40,3.83607157887828e-05,0.3652709063068555
0,37.08,some-tambourine,0.00993,0.91,16,64,40,0.00012772122713490688,0.3621360109332859
1,26.08,either-triplet,0.08521,1.15,4,16,160,3.193030678372672e-05,0.2377174859565269
2,5.53,tough-puddle,0.14207,0.84,8,32,80,0.0001853731699388579,0.3067418063474398
2,34.41,central-tin,0.01635,1.34,8,32,80,0.0002938031700585965,0.3885307333155515
1,17.59,cold-bosun,0.07583,1.1,4,16,160,9.579092035118016e-05,0.2709471068878245
1,16.76,chamfered-model,0.12207,0.78,4,16,160,7.029102257250952e-05,0.4043276481511625
0,18.96,rich-viaduct,0.48778,0.91,16,64,40,0.000274733681284982,0.2979624866911459
2,24.0,swarm-return,0.45541,1.09,8,32,80,0.00020444265871247247,0.3548532480079902
1,1.56,careful-tag,0.02557,0.92,4,16,160,1.286081801011215e-05,0.4513625928401412
1,14.87,senile-reef,0.06671,0.9,4,16,160,8.315184058262166e-05,0.2718582777834067
1,21.01,free-pilaster,0.01127,0.87,4,16,160,0.0003193030678372672,0.4300876019115709
2,26.96,nervous-frequency,0.31864,0.92,8,32,80,0.00040245490841988885,0.40021479351952
1,21.92,irregular-beaker,0.12598,0.89,4,16,160,0.0003640941926311061,0.360046742474797
0,45.15,average-fractal,0.08156,1.19,16,64,40,4.479112479383887e-05,0.8101384885480912
2,12.88,bold-shell,0.05005,1.03,8,32,80,0.00024280337450125527,0.3474741319672378
2,24.29,offline-logo,0.15642,0.98,8,32,80,0.00040245490841988885,0.4612928290630148
0,18.02,obtuse-transformation,0.11322,0.98,16,64,40,0.00012151255637140446,0.3925912971773047
0,36.83,square-yeoman,0.1468,1.46,16,64,40,0.0003066639880687087,0.3680034693492364
1,26.54,chewy-photon,0.07698,1.12,4,16,160,7.029102257250952e-05,0.462935370867101
1,13.36,young-cleat,0.04204,0.78,4,16,160,0.00039602449941483276,0.3442947475987958
2,10.16,soluble-argument,0.00461,1.0,8,32,80,0.00019801224970741638,0.2718521665703783
1,29.98,champagne-bookcase,0.17251,1.14,4,16,160,0.000274733681284982,0.2246879151787863
2,29.2,braised-factorial,0.20432,1.07,8,32,80,0.00038316368140472063,0.3087485016323121
0,17.34,chief-radial,0.03628,0.7,16,64,40,0.0002938031700585965,0.4813282224306471
0,2.56,symmetric-reflection,0.02244,0.85,16,64,40,0.00040245490841988885,0.4057192440414856
0,15.83,champagne-igloo,0.09265,1.11,16,64,40,0.00035766378362605,0.2559640907801512
1,22.45,mute-text,0.01553,0.93,4,16,160,0.00040245490841988885,0.319774803821047
0,25.94,faded-bar,0.08292,1.08,16,64,40,7.029102257250952e-05,0.3912202018376546
2,2.29,acidic-burger,0.09594,1.0,8,32,80,0.00010222132935623624,0.5122447042161326
1,28.14,swarm-bridge,0.11246,0.77,4,16,160,0.0003895940904097767,0.3000291009207726
2,25.06,knurled-cloverleaf,0.08269,1.04,8,32,80,1.286081801011215e-05,0.2953495953663692
1,21.09,respectful-patio,0.14884,1.23,4,16,160,0.0001534428631551312,0.3095266473581112
0,27.23,nuclear-sandstone,0.00707,1.1,16,64,40,0.00039602449941483276,0.4878154783256749
1,28.37,unary-double,0.0368,0.97,4,16,160,8.958224958767774e-05,0.3629975021944971
0,23.57,sweet-shoot,0.0263,1.2,16,64,40,0.00039602449941483276,0.400092052733868
0,14.06,fried-grain,0.04024,0.86,16,64,40,0.0003450247038574915,0.4642855491734129
1,2.86,adagio-heron,0.28015,0.89,4,16,160,0.00013415163613996294,0.329168344967694
0,22.23,grizzled-waterfall,0.03234,1.02,16,64,40,0.00023637296549619918,0.3049298921615173
2,11.0,marinated-upstream,0.13749,1.15,8,32,80,3.193030678372672e-05,0.3582992864976877
0,32.15,isothermal-acre,0.02231,0.82,16,64,40,0.00032573347684232326,0.4241282579867664
2,18.21,nuclear-layout,0.01755,0.91,8,32,80,0.00039602449941483276,0.3501549255949908
0,12.67,vibrato-tin,0.09929,1.11,16,64,40,0.00010865173836129231,0.4378554280405338
1,19.86,excited-expression,0.10439,0.9,4,16,160,0.00024923378350631133,0.2622735071318914
0,33.28,religious-relationship,0.43454,1.0,16,64,40,3.193030678372672e-05,0.2591214877991596
2,9.34,soluble-symmetry,0.00678,0.92,8,32,80,5.765194280395102e-05,0.4022244297913241
1,41.69,presto-light,0.05996,1.53,4,16,160,0.0003512333746209939,0.4429671409925334
0,25.63,internal-runway,0.13894,1.06,16,64,40,0.00033216388584737935,0.5295381597758729
0,12.69,freezing-arena,0.03584,0.94,16,64,40,1.9291227015168225e-05,0.3700381760481075
0,0.0,happy-desert,0.08619,1.19,16,64,40,1.286081801011215e-05,0.3191298634040055
0,20.79,delicious-ravvet,0.02308,1.36,16,64,40,5.122153379889495e-05,0.3890316758829668
2,18.42,amicable-bowl,0.04068,1.11,8,32,80,0.00039602449941483276,0.3630391743112826
1,28.99,taxonomic-mine,0.12779,0.76,4,16,160,1.9291227015168225e-05,0.2913492675467647
1,27.27,wood-olympics,0.20102,1.39,4,16,160,0.0003705246016361621,0.4638208603127567
0,17.34,mint-attache,0.05006,0.76,16,64,40,3.193030678372672e-05,0.6113245430490301
1,5.29,cerulean-scab,0.06673,0.61,4,16,160,0.00024280337450125527,0.3104212322694797
0,28.64,optimal-rotation,0.05588,0.98,16,64,40,8.958224958767774e-05,0.2805648749014137
2,11.79,free-papaya,0.05821,0.98,8,32,80,1.286081801011215e-05,0.1442800289899621
1,12.1,dense-shotgun,0.0733,0.72,4,16,160,0.00028116409029003807,0.3982204643780122
1,13.47,brass-absorption,0.00202,0.9,4,16,160,0.00012151255637140446,0.4538681487188192
0,27.94,chill-ghost,0.4555,1.14,16,64,40,0.00035766378362605,0.3159467093164717
2,18.18,light-rise,0.00386,1.16,8,32,80,0.0003705246016361621,0.4486033725665707
2,19.29,moderato-enfilade,0.09844,1.27,8,32,80,0.0002873727610535405,0.5125886120819118
2,9.64,annoying-term,0.16496,1.03,8,32,80,0.0002873727610535405,0.2626046940302689
0,13.54,future-continent,0.03859,0.84,16,64,40,1.286081801011215e-05,0.3257337806069331
0,29.24,ivory-home,0.05573,1.26,16,64,40,0.0003450247038574915,0.5546948792347983
0,17.75,rosy-lamb,0.12374,1.06,16,64,40,0.0001470124541500751,0.3500055851181746
1,13.7,complete-em,0.06065,1.06,4,16,160,0.00012772122713490688,0.2798453512524231
1,18.92,vintage-seat,0.05681,1.16,4,16,160,1.286081801011215e-05,0.4080324508943953
0,35.3,scalding-badminton,0.035,1.21,16,64,40,0.00019158184070236031,0.2704189795439688
1,24.2,collinear-freighter,0.0599,0.85,4,16,160,0.00017251235192874574,0.2650959427567216
0,25.23,rust-adaptation,0.00836,1.09,16,64,40,0.0003640941926311061,0.5214169015889875
1,40.29,muffled-heap,0.24397,1.25,4,16,160,0.0003769550106412182,0.3645762373560709
0,23.14,sensitive-work,0.06876,0.92,16,64,40,0.0003769550106412182,0.2561387707988107
0,14.13,flashed-citron,0.44055,1.07,16,64,40,0.00040245490841988885,0.2645457200652097
1,0.0,mode-modem,0.00822,1.0,4,16,160,0.0003895940904097767,0.4530212868393483
0,24.2,marinated-font,0.14134,0.99,16,64,40,0.000274733681284982,0.4219182175016295
2,23.81,cream-fleece,0.1494,1.01,8,32,80,0.00020444265871247247,0.3168874990580683
0,18.99,frigid-embedding,0.11038,0.87,16,64,40,0.000274733681284982,0.3450690381699706
1,35.51,serious-flag,0.04492,1.22,4,16,160,0.00039602449941483276,0.2136592815615388
0,17.21,quick-boutique,0.573,1.1,16,64,40,0.00039602449941483276,0.3198834738884887
1,18.41,mature-sheet,0.12474,0.96,4,16,160,5.765194280395102e-05,0.4054849409281539
0,23.29,mild-slur,0.08324,0.92,16,64,40,0.0003130943970737648,0.5543087829085558
2,28.99,customer-mayo,0.00382,1.15,8,32,80,0.00032573347684232326,0.4282453273369578
0,16.3,cold-niche,0.08175,0.75,16,64,40,0.0001470124541500751,0.3221307677622814
0,12.95,coherent-roman,0.03298,1.29,16,64,40,1.286081801011215e-05,0.398188628496024
0,3.57,big-pipeline,0.02068,1.09,16,64,40,2.57216360202243e-05,0.4856705704112558
0,18.27,silver-bandwidth,0.01509,1.19,16,64,40,0.0001534428631551312,0.4447363556098422
1,29.22,lively-flow,0.09161,0.76,4,16,160,0.00025544245426981375,0.3040549334152814
1,12.29,inscribed-halibut,0.11829,1.07,4,16,160,0.0003193030678372672,0.2777285845188831
1,31.3,olive-deck,0.02913,1.21,4,16,160,0.0003002335790636526,0.634044461825053
2,16.93,district-collision,0.06231,0.79,8,32,80,0.0003512333746209939,0.3219560919393417
1,35.37,silver-skyway,0.04729,1.01,4,16,160,0.0002938031700585965,0.2913105405096915
0,22.67,modern-negation,0.17365,0.94,16,64,40,9.579092035118016e-05,0.3430310100165657
0,15.74,sour-suitcase,0.00729,0.89,16,64,40,2.57216360202243e-05,0.339080565940371
0,30.08,tractable-milk,0.02753,0.92,16,64,40,1.286081801011215e-05,0.4419136312361501
0,16.76,diagonal-bias,0.56103,1.27,16,64,40,0.0003895940904097767,0.3507584661342784
2,27.05,frosty-pot,0.20494,0.88,8,32,80,0.00025544245426981375,0.408237642343434
2,19.66,electric-pitch,0.50263,0.99,8,32,80,0.0002299425564911431,0.402340033600734
1,19.41,pink-barnacles,0.20426,1.29,4,16,160,0.00012772122713490688,0.2486826243441099
2,18.68,green-ledger,0.01497,1.15,8,32,80,4.479112479383887e-05,0.3799576436618925
1,7.18,lazy-transform,0.14718,1.15,4,16,160,0.0002873727610535405,0.3241885189740207
2,20.74,radiant-garlic,0.23263,1.02,8,32,80,0.0003769550106412182,0.338622539551583
2,28.75,jolly-salsa,0.21275,0.75,8,32,80,0.00040245490841988885,0.3611193958543388
0,27.2,bone-run,0.12322,1.09,16,64,40,0.00035766378362605,0.4535352184517539
1,12.21,full-interval,0.12182,1.52,4,16,160,0.00038316368140472063,0.3187902608119525
0,9.2,poached-marlin,0.06317,0.49,16,64,40,0.0001534428631551312,0.3166922054447912
1,24.18,felt-function,0.10557,0.8,4,16,160,0.00040245490841988885,0.5822445583254636
0,33.77,late-mortgage,0.26456,1.01,16,64,40,0.00010865173836129231,0.3660192987048122
1,29.0,sugary-architecture,0.00121,1.25,4,16,160,0.0001596515339186336,0.4787715341392634
2,21.14,jet-ambush,0.03442,0.75,8,32,80,1.286081801011215e-05,0.3863875989363096
0,28.93,warm-session,0.05626,1.09,16,64,40,0.00026187286327486985,0.3626290705791615
0,10.74,similar-apparition,0.02555,1.09,16,64,40,0.00024923378350631133,0.3091353350717268
2,33.57,selfish-member,0.05394,0.74,8,32,80,0.00022351214748608705,0.2173377105627021
2,22.62,sweet-darter,0.25211,1.08,8,32,80,0.0003130943970737648,0.350191508582615
0,4.85,progressive-key,0.04614,1.16,16,64,40,7.029102257250952e-05,0.4327627566955856
1,29.14,orthogonal-git,0.18626,0.94,4,16,160,1.9291227015168225e-05,0.3572394425047916
1,22.95,rowdy-range,0.11127,0.82,4,16,160,0.0003705246016361621,0.3193901902758483
0,32.97,plumb-leaf,0.16592,1.36,16,64,40,0.0003193030678372672,0.3779228659270799
2,30.69,icy-landscape,0.10333,0.76,8,32,80,6.386061356745344e-05,0.2659094398430282
0,17.96,brute-haddock,0.12207,0.47,16,64,40,0.00033216388584737935,0.1876514102996225
0,24.02,fixed-confirmation,0.07056,0.94,16,64,40,0.0003705246016361621,0.384096012111343
1,16.52,local-nosing,0.0205,0.95,4,16,160,0.0002873727610535405,0.3612371893318649
2,0.0,bold-fox,0.01075,1.17,8,32,80,0.00010865173836129231,0.4024757967306259
0,32.22,brown-davit,0.09869,1.12,16,64,40,0.00025544245426981375,0.3869808746661604
0,16.67,fuchsia-taco,0.41466,1.46,16,64,40,0.0003002335790636526,0.4339245042827567
1,22.78,isothermal-corduroy,0.05272,0.89,4,16,160,0.0002299425564911431,0.2858718217518795
0,24.09,damaged-draft,0.14601,0.81,16,64,40,1.286081801011215e-05,0.3832095927515133
2,5.12,intense-swamp,0.09479,1.03,8,32,80,5.765194280395102e-05,0.2839368922068545
2,21.3,quiet-stream,0.23168,0.9,8,32,80,0.0003002335790636526,0.359507004621845
1,20.72,libretto-cheddar,0.03894,0.95,4,16,160,0.00010222132935623624,0.2942978951246747
0,22.34,stubborn-vibrato,0.02041,1.05,16,64,40,4.479112479383887e-05,0.3131174321681546
2,31.5,inverse-skill,0.02902,1.16,8,32,80,8.315184058262166e-05,0.4320534727286281
0,15.35,radiant-actress,0.2878,1.01,16,64,40,0.0003640941926311061,0.5148814175766545
0,15.81,thick-prison,0.15391,1.03,16,64,40,0.00019158184070236031,0.3642289255098202
0,18.57,tense-carp,0.10935,1.02,16,64,40,0.00023637296549619918,0.5011092238845944
2,0.0,mild-cockatiel,0.01238,1.0,8,32,80,0.0003450247038574915,0.5785858238151702
2,25.93,camel-officer,0.108,1.14,8,32,80,1.286081801011215e-05,0.4540252678401459
0,30.65,orange-right,0.09693,1.01,16,64,40,1.286081801011215e-05,0.4623725574028228
0,4.58,swift-gusset,0.09935,0.93,16,64,40,0.0001534428631551312,0.4115821688421091
2,9.85,loyal-poltergeist,0.02647,0.48,8,32,80,7.67214315775656e-05,0.2250672208792404
2,36.82,simple-firmware,0.24962,1.28,8,32,80,0.0003130943970737648,0.3706734793783598
2,23.19,asphalt-bed,0.32696,1.42,8,32,80,0.0003193030678372672,0.4255263106929532
